# SPDX-FileCopyrightText: Copyright (c) 2026 NVIDIA CORPORATION & AFFILIATES. All rights reserved.
# SPDX-License-Identifier: Apache-2.0
#
# Current-tree extraction dispositions at a5486894c45140259d822625e74d1ccdfce807ee.
# rows=258 nonblank_lines=112458 dispositions=move:160,split:78,keep:19,delete:1
# Every path resolves at the audit revision; no nonexistent or upstream-removed path appears in this file.
runtime	surface	disposition	nonblank_lines	path	current_owner	target_owner	target	phase	validation	notes
openclaw	production	split	53	nemoclaw/src/commands/config-show.ts	mixed-openclaw-plugin-and-core	nemoclaw-core-and-nemoclaw-openclaw-package	core workflow/security boundary + packages/nemoclaw-openclaw/openclaw-plugin/src/commands/config-show.ts	7	plugin tests, core deterministic tests, snapshot-commands, and state-backup-restore	Core retains OpenShell lifecycle, product state, snapshot, redaction, and security authority; the package owns OpenClaw command presentation and native-state interpretation.
openclaw	production	split	926	nemoclaw/src/commands/migration-state.ts	mixed-openclaw-plugin-and-core	nemoclaw-core-and-nemoclaw-openclaw-package	core workflow/security boundary + packages/nemoclaw-openclaw/openclaw-plugin/src/commands/migration-state.ts	7	plugin tests, core deterministic tests, snapshot-commands, and state-backup-restore	Core retains OpenShell lifecycle, product state, snapshot, redaction, and security authority; the package owns OpenClaw command presentation and native-state interpretation.
openclaw	production	split	56	nemoclaw/src/commands/shields-status.ts	mixed-openclaw-plugin-and-core	nemoclaw-core-and-nemoclaw-openclaw-package	core workflow/security boundary + packages/nemoclaw-openclaw/openclaw-plugin/src/commands/shields-status.ts	7	plugin tests, core deterministic tests, snapshot-commands, and state-backup-restore	Core retains OpenShell lifecycle, product state, snapshot, redaction, and security authority; the package owns OpenClaw command presentation and native-state interpretation.
openclaw	production	split	19	nemoclaw/src/security/credential-filter.ts	mixed-openclaw-plugin-and-core	nemoclaw-core-and-nemoclaw-openclaw-package	core workflow/security boundary + packages/nemoclaw-openclaw/openclaw-plugin/src/security/credential-filter.ts	7	plugin tests, core deterministic tests, snapshot-commands, and state-backup-restore	Core retains OpenShell lifecycle, product state, snapshot, redaction, and security authority; the package owns OpenClaw command presentation and native-state interpretation.
openclaw	production	split	62	nemoclaw/src/security/safe-resolve-path.ts	mixed-openclaw-plugin-and-core	nemoclaw-core-and-nemoclaw-openclaw-package	core workflow/security boundary + packages/nemoclaw-openclaw/openclaw-plugin/src/security/safe-resolve-path.ts	7	plugin tests, core deterministic tests, snapshot-commands, and state-backup-restore	Core retains OpenShell lifecycle, product state, snapshot, redaction, and security authority; the package owns OpenClaw command presentation and native-state interpretation.
openclaw	production	split	218	nemoclaw/src/security/secret-scanner.ts	mixed-openclaw-plugin-and-core	nemoclaw-core-and-nemoclaw-openclaw-package	core workflow/security boundary + packages/nemoclaw-openclaw/openclaw-plugin/src/security/secret-scanner.ts	7	plugin tests, core deterministic tests, snapshot-commands, and state-backup-restore	Core retains OpenShell lifecycle, product state, snapshot, redaction, and security authority; the package owns OpenClaw command presentation and native-state interpretation.
openclaw	production	split	142	nemoclaw/src/security/snapshot-sanitizer.ts	mixed-openclaw-plugin-and-core	nemoclaw-core-and-nemoclaw-openclaw-package	core workflow/security boundary + packages/nemoclaw-openclaw/openclaw-plugin/src/security/snapshot-sanitizer.ts	7	plugin tests, core deterministic tests, snapshot-commands, and state-backup-restore	Core retains OpenShell lifecycle, product state, snapshot, redaction, and security authority; the package owns OpenClaw command presentation and native-state interpretation.
openclaw	production	split	296	src/lib/actions/inference-set-gateway-restart.ts	mixed-nemoclaw-core-and-openclaw	nemoclaw-core-and-nemoclaw-openclaw-package	core:src/lib/actions/inference-set-gateway-restart.ts + packages/nemoclaw-openclaw/src/lib/actions/inference-set-gateway-restart.ts	7	core deterministic tests plus nemoclaw-openclaw package tests and full-e2e	Core retains workflow, authorization, lifecycle, product state, rollback, and credentials; the package owns bounded OpenClaw-native configuration, inspection, or reconciliation.
openclaw	production	split	1375	src/lib/actions/sandbox/auto-pair-approval.ts	mixed-nemoclaw-core-and-openclaw	nemoclaw-core-and-nemoclaw-openclaw-package	core:src/lib/actions/sandbox/auto-pair-approval.ts + packages/nemoclaw-openclaw/src/lib/actions/sandbox/auto-pair-approval.ts	7	core deterministic tests plus nemoclaw-openclaw package tests and full-e2e	Core retains workflow, authorization, lifecycle, product state, rollback, and credentials; the package owns bounded OpenClaw-native configuration, inspection, or reconciliation.
openclaw	production	split	185	src/lib/actions/sandbox/auto-pair-warmup.ts	mixed-nemoclaw-core-and-openclaw	nemoclaw-core-and-nemoclaw-openclaw-package	core:src/lib/actions/sandbox/auto-pair-warmup.ts + packages/nemoclaw-openclaw/src/lib/actions/sandbox/auto-pair-warmup.ts	7	core deterministic tests plus nemoclaw-openclaw package tests and full-e2e	Core retains workflow, authorization, lifecycle, product state, rollback, and credentials; the package owns bounded OpenClaw-native configuration, inspection, or reconciliation.
openclaw	production	split	34	src/lib/actions/sandbox/connect-autopair-budget.ts	mixed-nemoclaw-core-and-openclaw	nemoclaw-core-and-nemoclaw-openclaw-package	core:src/lib/actions/sandbox/connect-autopair-budget.ts + packages/nemoclaw-openclaw/src/lib/actions/sandbox/connect-autopair-budget.ts	7	core deterministic tests plus nemoclaw-openclaw package tests and full-e2e	Core retains workflow, authorization, lifecycle, product state, rollback, and credentials; the package owns bounded OpenClaw-native configuration, inspection, or reconciliation.
openclaw	production	split	633	src/lib/actions/sandbox/launch-readiness/openclaw-pairing-qualification.ts	mixed-nemoclaw-core-and-openclaw	nemoclaw-core-and-nemoclaw-openclaw-package	core:src/lib/actions/sandbox/launch-readiness/openclaw-pairing-qualification.ts + packages/nemoclaw-openclaw/src/lib/actions/sandbox/launch-readiness/openclaw-pairing-qualification.ts	7	core deterministic tests plus nemoclaw-openclaw package tests and full-e2e	Core retains workflow, authorization, lifecycle, product state, rollback, and credentials; the package owns bounded OpenClaw-native configuration, inspection, or reconciliation.
openclaw	production	split	196	src/lib/actions/sandbox/mcp-bridge-adapter-openclaw.ts	mixed-nemoclaw-core-and-openclaw	nemoclaw-core-and-nemoclaw-openclaw-package	core:src/lib/actions/sandbox/mcp-bridge-adapter-openclaw.ts + packages/nemoclaw-openclaw/src/lib/actions/sandbox/mcp-bridge-adapter-openclaw.ts	7	core deterministic tests plus nemoclaw-openclaw package tests and full-e2e	Core retains workflow, authorization, lifecycle, product state, rollback, and credentials; the package owns bounded OpenClaw-native configuration, inspection, or reconciliation.
openclaw	production	keep	45	src/lib/messaging/applier/openclaw-plugin-allow.ts	nemoclaw-core-messaging	nemoclaw-core-messaging	core:src/lib/messaging/applier/openclaw-plugin-allow.ts	7	core messaging applier tests and full-e2e	Core retains plugin admission and channel application; the package descriptor may declare native plugin data but package code does not own this applier.
openclaw	production	keep	19	src/lib/messaging/channels/discord/hooks/openclaw-bridge-health.ts	nemoclaw-core-messaging	nemoclaw-core-messaging	core:src/lib/messaging/channels/discord/hooks/openclaw-bridge-health.ts	7	core messaging hook tests and deterministic channel coverage	Runtime status and health probe execution and interpretation remain in the core hook boundary.
openclaw	production	keep	133	src/lib/messaging/channels/openclaw-bridge-health.ts	nemoclaw-core-messaging	nemoclaw-core-messaging	core:src/lib/messaging/channels/openclaw-bridge-health.ts	7	core messaging hook tests and deterministic channel coverage	Runtime status and health probe execution and interpretation remain in the core hook boundary.
openclaw	production	keep	19	src/lib/messaging/channels/slack/hooks/openclaw-bridge-health.ts	nemoclaw-core-messaging	nemoclaw-core-messaging	core:src/lib/messaging/channels/slack/hooks/openclaw-bridge-health.ts	7	core messaging hook tests and deterministic channel coverage	Runtime status and health probe execution and interpretation remain in the core hook boundary.
openclaw	production	keep	56	src/lib/messaging/channels/telegram/hooks/openclaw-bridge-health.ts	nemoclaw-core-messaging	nemoclaw-core-messaging	core:src/lib/messaging/channels/telegram/hooks/openclaw-bridge-health.ts	7	core messaging hook tests and deterministic channel coverage	Runtime status and health probe execution and interpretation remain in the core hook boundary.
openclaw	production	keep	130	src/lib/messaging/channels/wechat/hooks/seed-openclaw-account.ts	nemoclaw-core-messaging	nemoclaw-core-messaging	core:src/lib/messaging/channels/wechat/hooks/seed-openclaw-account.ts	7	core messaging hook and enrollment tests	Enrollment side effects and checks remain in the core hook boundary; the package owns only native rendering and data-only declarations.
openclaw	production	split	98	src/lib/onboard/custom-openclaw-runtime-diagnosis.ts	mixed-nemoclaw-core-and-openclaw	nemoclaw-core-and-nemoclaw-openclaw-package	core:src/lib/onboard/custom-openclaw-runtime-diagnosis.ts + packages/nemoclaw-openclaw/src/lib/onboard/custom-openclaw-runtime-diagnosis.ts	7	core deterministic tests plus nemoclaw-openclaw package tests and full-e2e	Core retains workflow, authorization, lifecycle, product state, rollback, and credentials; the package owns bounded OpenClaw-native configuration, inspection, or reconciliation.
openclaw	production	split	67	src/lib/onboard/openclaw-otel-policy-presets.ts	mixed-nemoclaw-core-and-openclaw	nemoclaw-core-and-nemoclaw-openclaw-package	core:src/lib/onboard/openclaw-otel-policy-presets.ts + packages/nemoclaw-openclaw/src/lib/onboard/openclaw-otel-policy-presets.ts	7	core deterministic tests plus nemoclaw-openclaw package tests and full-e2e	Core retains workflow, authorization, lifecycle, product state, rollback, and credentials; the package owns bounded OpenClaw-native configuration, inspection, or reconciliation.
openclaw	production	split	20	src/lib/onboard/openclaw-runtime-env.ts	mixed-nemoclaw-core-and-openclaw	nemoclaw-core-and-nemoclaw-openclaw-package	core:src/lib/onboard/openclaw-runtime-env.ts + packages/nemoclaw-openclaw/src/lib/onboard/openclaw-runtime-env.ts	7	core deterministic tests plus nemoclaw-openclaw package tests and full-e2e	Core retains workflow, authorization, lifecycle, product state, rollback, and credentials; the package owns bounded OpenClaw-native configuration, inspection, or reconciliation.
openclaw	production	split	42	src/lib/onboard/openclaw-setup.ts	mixed-nemoclaw-core-and-openclaw	nemoclaw-core-and-nemoclaw-openclaw-package	core:src/lib/onboard/openclaw-setup.ts + packages/nemoclaw-openclaw/src/lib/onboard/openclaw-setup.ts	7	core deterministic tests plus nemoclaw-openclaw package tests and full-e2e	Core retains workflow, authorization, lifecycle, product state, rollback, and credentials; the package owns bounded OpenClaw-native configuration, inspection, or reconciliation.
openclaw	production	split	362	src/lib/openclaw/agent-json-provenance.ts	mixed-nemoclaw-core-and-openclaw	nemoclaw-core-and-nemoclaw-openclaw-package	core:src/lib/openclaw/agent-json-provenance.ts + packages/nemoclaw-openclaw/src/lib/openclaw/agent-json-provenance.ts	7	core deterministic tests plus nemoclaw-openclaw package tests and full-e2e	Core retains workflow, authorization, lifecycle, product state, rollback, and credentials; the package owns bounded OpenClaw-native configuration, inspection, or reconciliation.
openclaw	production	split	409	src/lib/shields/openclaw-config-lock.ts	mixed-nemoclaw-core-and-openclaw	nemoclaw-core-and-nemoclaw-openclaw-package	core:src/lib/shields/openclaw-config-lock.ts + packages/nemoclaw-openclaw/src/lib/shields/openclaw-config-lock.ts	7	core deterministic tests plus nemoclaw-openclaw package tests and full-e2e	Core retains state transactions, protection transitions, rollback, and durable linkage; the package owns OpenClaw-native schema parsing and reconciliation.
openclaw	production	split	492	src/lib/state/openclaw-config-merge.ts	mixed-nemoclaw-core-and-openclaw	nemoclaw-core-and-nemoclaw-openclaw-package	core:src/lib/state/openclaw-config-merge.ts + packages/nemoclaw-openclaw/src/lib/state/openclaw-config-merge.ts	7	core deterministic tests plus nemoclaw-openclaw package tests and full-e2e	Core retains state transactions, protection transitions, rollback, and durable linkage; the package owns OpenClaw-native schema parsing and reconciliation.
openclaw	production	split	113	src/lib/state/openclaw-config-restore-input.ts	mixed-nemoclaw-core-and-openclaw	nemoclaw-core-and-nemoclaw-openclaw-package	core:src/lib/state/openclaw-config-restore-input.ts + packages/nemoclaw-openclaw/src/lib/state/openclaw-config-restore-input.ts	7	core deterministic tests plus nemoclaw-openclaw package tests and full-e2e	Core retains state transactions, protection transitions, rollback, and durable linkage; the package owns OpenClaw-native schema parsing and reconciliation.
openclaw	production	split	161	src/lib/state/openclaw-managed-extensions.ts	mixed-nemoclaw-core-and-openclaw	nemoclaw-core-and-nemoclaw-openclaw-package	core:src/lib/state/openclaw-managed-extensions.ts + packages/nemoclaw-openclaw/src/lib/state/openclaw-managed-extensions.ts	7	core deterministic tests plus nemoclaw-openclaw package tests and full-e2e	Core retains state transactions, protection transitions, rollback, and durable linkage; the package owns OpenClaw-native schema parsing and reconciliation.
openclaw	production	split	446	src/lib/state/openclaw-plugin-restore.ts	mixed-nemoclaw-core-and-openclaw	nemoclaw-core-and-nemoclaw-openclaw-package	core:src/lib/state/openclaw-plugin-restore.ts + packages/nemoclaw-openclaw/src/lib/state/openclaw-plugin-restore.ts	7	core deterministic tests plus nemoclaw-openclaw package tests and full-e2e	Core retains state transactions, protection transitions, rollback, and durable linkage; the package owns OpenClaw-native schema parsing and reconciliation.
openclaw	production	split	290	src/lib/voice-gateway/openclaw-client.ts	mixed-nemoclaw-core-and-openclaw	nemoclaw-core-and-nemoclaw-openclaw-package	core:src/lib/voice-gateway/openclaw-client.ts + packages/nemoclaw-openclaw/src/lib/voice-gateway/openclaw-client.ts	7	core deterministic tests plus nemoclaw-openclaw package tests and full-e2e	Core retains credential and host-route authority; the package owns the bounded OpenClaw-native voice API translation.
openclaw	test	move	40	nemoclaw/src/commands/migration-state-sanitizer-test-fixture.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/openclaw-plugin/src/commands/migration-state-sanitizer-test-fixture.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	323	nemoclaw/src/commands/migration-state-security.test.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/openclaw-plugin/src/commands/migration-state-security.test.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	42	nemoclaw/src/commands/migration-state-test-fixtures.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/openclaw-plugin/src/commands/migration-state-test-fixtures.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	1185	nemoclaw/src/commands/migration-state.test.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/openclaw-plugin/src/commands/migration-state.test.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	299	nemoclaw/src/commands/slash.test.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/openclaw-plugin/src/commands/slash.test.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	399	nemoclaw/src/register.test.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/openclaw-plugin/src/register.test.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	127	nemoclaw/src/runtime-context.test.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/openclaw-plugin/src/runtime-context.test.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	121	test/fixtures/voice-gateway/pinned-openclaw-gateway.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/fixtures/voice-gateway/pinned-openclaw-gateway.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	304	test/generate-openclaw-config-agents-manifest.test.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/generate-openclaw-config-agents-manifest.test.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	111	test/generate-openclaw-config-gemini-compat.test.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/generate-openclaw-config-gemini-compat.test.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	110	test/generate-openclaw-config-gpt5-compat.test.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/generate-openclaw-config-gpt5-compat.test.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	88	test/generate-openclaw-config-path-defaults.test.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/generate-openclaw-config-path-defaults.test.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	122	test/generate-openclaw-config-plugin-entries.test.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/generate-openclaw-config-plugin-entries.test.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	124	test/generate-openclaw-config-reasoning-effort.test.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/generate-openclaw-config-reasoning-effort.test.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	168	test/generate-openclaw-config-reload.test.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/generate-openclaw-config-reload.test.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	114	test/generate-openclaw-config-security-audit.test.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/generate-openclaw-config-security-audit.test.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	82	test/generate-openclaw-config-slack-allowlist.test.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/generate-openclaw-config-slack-allowlist.test.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	46	test/generate-openclaw-config-web-search.test.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/generate-openclaw-config-web-search.test.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	1710	test/generate-openclaw-config.test.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/generate-openclaw-config.test.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	57	test/generate-openclaw-tool-disclosure-config.test.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/generate-openclaw-tool-disclosure-config.test.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	799	test/helpers/openclaw-device-self-approval-patch-harness.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/helpers/openclaw-device-self-approval-patch-harness.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	34	test/helpers/openclaw-env-fixture.test.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/helpers/openclaw-env-fixture.test.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	51	test/helpers/openclaw-env-fixture.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/helpers/openclaw-env-fixture.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	1842	test/helpers/openclaw-real-device-self-approval-proof.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/helpers/openclaw-real-device-self-approval-proof.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	240	test/helpers/openclaw-real-mcp-start-retry-proof.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/helpers/openclaw-real-mcp-start-retry-proof.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	767	test/historical-openclaw-security-revision-container-e2e.test.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/historical-openclaw-security-revision-container-e2e.test.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	227	test/mcporter-supply-chain.test.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/mcporter-supply-chain.test.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	751	test/nemoclaw-start-auto-pair-bootstrap.test.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/nemoclaw-start-auto-pair-bootstrap.test.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	42	test/nemoclaw-start-early-output.test.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/nemoclaw-start-early-output.test.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	91	test/nemoclaw-start-extra-placeholder-breadcrumb-helpers.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/nemoclaw-start-extra-placeholder-breadcrumb-helpers.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	108	test/nemoclaw-start-extra-placeholder-breadcrumb.test.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/nemoclaw-start-extra-placeholder-breadcrumb.test.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	963	test/nemoclaw-start-gateway-health.test.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/nemoclaw-start-gateway-health.test.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	572	test/nemoclaw-start-gateway-marker.test.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/nemoclaw-start-gateway-marker.test.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	179	test/nemoclaw-start-gateway-recovery-race.test.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/nemoclaw-start-gateway-recovery-race.test.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	116	test/nemoclaw-start-gateway-token-env.test.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/nemoclaw-start-gateway-token-env.test.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	560	test/nemoclaw-start-gateway-ws-host.test.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/nemoclaw-start-gateway-ws-host.test.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	72	test/nemoclaw-start-gateway.test-helpers.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/nemoclaw-start-gateway.test-helpers.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	471	test/nemoclaw-start-guard-recovery.test.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/nemoclaw-start-guard-recovery.test.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	113	test/nemoclaw-start-locked-migration.test.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/nemoclaw-start-locked-migration.test.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	64	test/nemoclaw-start-locked-parent.test.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/nemoclaw-start-locked-parent.test.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	811	test/nemoclaw-start-perms.test.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/nemoclaw-start-perms.test.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	375	test/nemoclaw-start-plugin-refresh.test.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/nemoclaw-start-plugin-refresh.test.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	163	test/nemoclaw-start-preload-gateway.test.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/nemoclaw-start-preload-gateway.test.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	195	test/nemoclaw-start-reasoning-effort.test.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/nemoclaw-start-reasoning-effort.test.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	446	test/nemoclaw-start-reconcile.test.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/nemoclaw-start-reconcile.test.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	107	test/nemoclaw-start-runtime-env-alias.test.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/nemoclaw-start-runtime-env-alias.test.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	172	test/nemoclaw-start-safe-tmp.test.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/nemoclaw-start-safe-tmp.test.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	109	test/nemoclaw-start-scope-replacement.test.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/nemoclaw-start-scope-replacement.test.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
openclaw	test	move	129	test/nemoclaw-start-sealed-restart.test.ts	openclaw-runtime	nemoclaw-openclaw-package	packages/nemoclaw-openclaw/test/nemoclaw-start-sealed-restart.test.ts	7	nemoclaw-openclaw package tests	Whole file contains OpenClaw-native implementation, declarative runtime data, or its detailed test.
