# SPDX-FileCopyrightText: Copyright (c) 2026 NVIDIA CORPORATION & AFFILIATES. All rights reserved.
# SPDX-License-Identifier: Apache-2.0
#
# Current-tree extraction dispositions at a5486894c45140259d822625e74d1ccdfce807ee.
# rows=334 nonblank_lines=102508 dispositions=move:131,split:136,keep:67,delete:0
# workstreams=standard:281,portable:39,broker:14
# Portable Hermes and the tool broker are recorded for completeness but remain outside the managed Hermes package commitment.
# Every path resolves at the audit revision; no nonexistent or upstream-removed path appears in this file.
runtime	workstream	surface	disposition	nonblank_lines	path	current_owner	target_owner	target	phase	validation	notes
hermes	standard	production	move	62	agents/hermes/finalize-tirith-marker.py	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/runtime/finalize-tirith-marker.py	5	nemoclaw-hermes clean-pack, package tests, image conformance, and hermes-e2e	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	production	move	30	agents/hermes/generate-config.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/runtime/generate-config.ts	5	nemoclaw-hermes clean-pack, package tests, image conformance, and hermes-e2e	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	production	move	151	agents/hermes/hermes-cli-adapter-v1.json	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/runtime/hermes-cli-adapter-v1.json	5	nemoclaw-hermes clean-pack, package tests, image conformance, and hermes-e2e	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	production	move	720	agents/hermes/hermes-wrapper.py	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/runtime/hermes-wrapper.py	5	nemoclaw-hermes clean-pack, package tests, image conformance, and hermes-e2e	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	production	move	8	agents/hermes/hindsight-client-probe-requirements.txt	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/runtime/hindsight-client-probe-requirements.txt	5	nemoclaw-hermes clean-pack, package tests, image conformance, and hermes-e2e	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	production	move	375	agents/hermes/image-build-probes.py	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/runtime/image-build-probes.py	5	nemoclaw-hermes clean-pack, package tests, image conformance, and hermes-e2e	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	production	move	103	agents/hermes/managed_policy.py	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/runtime/managed_policy.py	5	nemoclaw-hermes clean-pack, package tests, image conformance, and hermes-e2e	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	production	move	186	agents/hermes/manifest.yaml	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/runtime/manifest.yaml	5	nemoclaw-hermes clean-pack, package tests, image conformance, and hermes-e2e	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	production	move	1307	agents/hermes/mcp-config-transaction.py	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/runtime/mcp-config-transaction.py	5	nemoclaw-hermes clean-pack, package tests, image conformance, and hermes-e2e	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	production	move	95	agents/hermes/patch-cron-execution-runtime.py	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/runtime/patch-cron-execution-runtime.py	5	nemoclaw-hermes clean-pack, package tests, image conformance, and hermes-e2e	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	production	move	202	agents/hermes/patch-cron-restore-drain.py	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/runtime/patch-cron-restore-drain.py	5	nemoclaw-hermes clean-pack, package tests, image conformance, and hermes-e2e	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	production	move	54	agents/hermes/patch-discord-recovery-permissions.py	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/runtime/patch-discord-recovery-permissions.py	5	nemoclaw-hermes clean-pack, package tests, image conformance, and hermes-e2e	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	production	move	60	agents/hermes/patch-gateway-process-identity.py	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/runtime/patch-gateway-process-identity.py	5	nemoclaw-hermes clean-pack, package tests, image conformance, and hermes-e2e	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	production	move	79	agents/hermes/patch-gateway-runtime-metadata.py	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/runtime/patch-gateway-runtime-metadata.py	5	nemoclaw-hermes clean-pack, package tests, image conformance, and hermes-e2e	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	production	move	80	agents/hermes/patch-hermes-sqlite-temp-store.py	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/runtime/patch-hermes-sqlite-temp-store.py	5	nemoclaw-hermes clean-pack, package tests, image conformance, and hermes-e2e	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	production	move	95	agents/hermes/patch-langfuse-credentials.mts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/runtime/patch-langfuse-credentials.mts	5	nemoclaw-hermes clean-pack, package tests, image conformance, and hermes-e2e	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	production	move	88	agents/hermes/patch-neutral-platform-env-activation.py	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/runtime/patch-neutral-platform-env-activation.py	5	nemoclaw-hermes clean-pack, package tests, image conformance, and hermes-e2e	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	production	move	329	agents/hermes/patch-profile-policy-defaults.py	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/runtime/patch-profile-policy-defaults.py	5	nemoclaw-hermes clean-pack, package tests, image conformance, and hermes-e2e	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	production	move	54	agents/hermes/patch-session-list-preview.py	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/runtime/patch-session-list-preview.py	5	nemoclaw-hermes clean-pack, package tests, image conformance, and hermes-e2e	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	production	move	13	agents/hermes/plugin/plugin.yaml	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/runtime/plugin/plugin.yaml	5	nemoclaw-hermes clean-pack, package tests, image conformance, and hermes-e2e	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	production	move	144	agents/hermes/policy-additions.yaml	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/runtime/policy-additions.yaml	5	nemoclaw-hermes clean-pack, package tests, image conformance, and hermes-e2e	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	production	move	4858	agents/hermes/runtime-config-guard.py	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/runtime/runtime-config-guard.py	5	nemoclaw-hermes clean-pack, package tests, image conformance, and hermes-e2e	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	production	move	1	agents/hermes/runtime-state-mutation-publisher-v1.json	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/runtime/runtime-state-mutation-publisher-v1.json	5	nemoclaw-hermes clean-pack, package tests, image conformance, and hermes-e2e	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	production	move	706	agents/hermes/security-dependencies.patch	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/runtime/security-dependencies.patch	5	nemoclaw-hermes clean-pack, package tests, image conformance, and hermes-e2e	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	production	move	741	agents/hermes/seed-dashboard-config.py	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/runtime/seed-dashboard-config.py	5	nemoclaw-hermes clean-pack, package tests, image conformance, and hermes-e2e	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	production	move	3250	agents/hermes/start.sh	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/runtime/start.sh	5	nemoclaw-hermes clean-pack, package tests, image conformance, and hermes-e2e	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	production	move	24	agents/hermes/state-lock-plan.json	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/runtime/state-lock-plan.json	5	nemoclaw-hermes clean-pack, package tests, image conformance, and hermes-e2e	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	production	move	206	agents/hermes/validate-cli-adapter.py	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/runtime/validate-cli-adapter.py	5	nemoclaw-hermes clean-pack, package tests, image conformance, and hermes-e2e	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	production	move	687	agents/hermes/validate-env-secret-boundary.py	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/runtime/validate-env-secret-boundary.py	5	nemoclaw-hermes clean-pack, package tests, image conformance, and hermes-e2e	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	production	move	229	agents/hermes/whatsapp-proxy.patch	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/runtime/whatsapp-proxy.patch	5	nemoclaw-hermes clean-pack, package tests, image conformance, and hermes-e2e	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	production	move	9	bin/nemohermes.js	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/bin/nemohermes.js	5	nemoclaw-hermes clean-pack, package tests, image conformance, and hermes-e2e	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	production	move	32	nemoclaw-blueprint/provider-profiles/tavily-hermes-v1.yaml	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/blueprint/provider-profiles/tavily-hermes-v1.yaml	5	nemoclaw-hermes clean-pack, package tests, image conformance, and hermes-e2e	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	production	move	84	scripts/checks/download-hermes-source-archive.sh	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/runtime/checks/download-hermes-source-archive.sh	5	nemoclaw-hermes clean-pack, package tests, image conformance, and hermes-e2e	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	production	move	1050	scripts/runtime_state_mutation_hermes_publisher.py	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/runtime/runtime_state_mutation_hermes_publisher.py	5	nemoclaw-hermes clean-pack, package tests, image conformance, and hermes-e2e	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	production	move	440	scripts/update-hermes-agent.sh	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/runtime/update-hermes-agent.sh	5	nemoclaw-hermes clean-pack, package tests, image conformance, and hermes-e2e	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	production	move	1401	agents/hermes/Dockerfile	managed-hermes-image-recipe	nemoclaw-hermes-package	packages/nemoclaw-hermes/Dockerfile	5	Hermes clean-pack, package tests, deterministic messaging/security tests, and hermes-e2e	The package owns the complete managed Hermes image recipe. Core-owned support, credentials, policy compilation, and release sources remain distinct exact dependencies; referencing them does not transfer their ownership.
hermes	standard	production	move	601	agents/hermes/Dockerfile.base	managed-hermes-base-image-recipe	nemoclaw-hermes-package	packages/nemoclaw-hermes/Dockerfile.base	5	Hermes clean-pack, package tests, deterministic messaging/security tests, and hermes-e2e	The package owns the complete managed Hermes base-image recipe. Core-owned support, security, identity, and release sources remain distinct exact dependencies.
hermes	standard	production	split	1320	agents/hermes/plugin/__init__.py	mixed-hermes-runtime-and-core-inputs	nemoclaw-core-and-nemoclaw-hermes-package	core support/policy boundary + packages/nemoclaw-hermes/runtime/plugin/__init__.py	5	Hermes clean-pack, package tests, deterministic messaging/security tests, and hermes-e2e	The package owns managed Hermes native plugin behavior; broker behavior and core credential, policy, and host authority stay outside the package.
hermes	standard	production	split	349	agents/hermes/policy-permissive.yaml	mixed-hermes-runtime-and-core-inputs	nemoclaw-core-and-nemoclaw-hermes-package	core support/policy boundary + packages/nemoclaw-hermes/runtime/policy-permissive.yaml	5	Hermes clean-pack, package tests, deterministic messaging/security tests, and hermes-e2e	The package owns the managed Hermes image/runtime recipe; core-owned support, credentials, policy compilation, and release inputs remain distinct exact dependencies.
hermes	standard	production	split	105	src/lib/actions/sandbox/connect-hermes-light-skin.ts	mixed-nemoclaw-core-and-managed-hermes	nemoclaw-core-and-nemoclaw-hermes-package	core:src/lib/actions/sandbox/connect-hermes-light-skin.ts + packages/nemoclaw-hermes/src/lib/actions/sandbox/connect-hermes-light-skin.ts	5	core deterministic tests plus nemoclaw-hermes package tests and hermes-e2e	Core retains workflow, provider and credential authority, policy, state transactions, lifecycle, rollback, and host resources; the package owns bounded Hermes-native rendering, inspection, and reconciliation.
hermes	standard	production	split	42	src/lib/actions/sandbox/hermes-dashboard-recovery.ts	mixed-nemoclaw-core-and-managed-hermes	nemoclaw-core-and-nemoclaw-hermes-package	core:src/lib/actions/sandbox/hermes-dashboard-recovery.ts + packages/nemoclaw-hermes/src/lib/actions/sandbox/hermes-dashboard-recovery.ts	5	core deterministic tests plus nemoclaw-hermes package tests and hermes-e2e	Core retains workflow, provider and credential authority, policy, state transactions, lifecycle, rollback, and host resources; the package owns bounded Hermes-native rendering, inspection, and reconciliation.
hermes	standard	production	split	96	src/lib/actions/sandbox/hermes-secret-boundary-recovery.ts	mixed-nemoclaw-core-and-managed-hermes	nemoclaw-core-and-nemoclaw-hermes-package	core:src/lib/actions/sandbox/hermes-secret-boundary-recovery.ts + packages/nemoclaw-hermes/src/lib/actions/sandbox/hermes-secret-boundary-recovery.ts	5	core deterministic tests plus nemoclaw-hermes package tests and hermes-e2e	Core retains workflow, provider and credential authority, policy, state transactions, lifecycle, rollback, and host resources; the package owns bounded Hermes-native rendering, inspection, and reconciliation.
hermes	standard	production	split	290	src/lib/actions/sandbox/mcp-bridge-adapter-hermes.ts	mixed-nemoclaw-core-and-managed-hermes	nemoclaw-core-and-nemoclaw-hermes-package	core:src/lib/actions/sandbox/mcp-bridge-adapter-hermes.ts + packages/nemoclaw-hermes/src/lib/actions/sandbox/mcp-bridge-adapter-hermes.ts	5	core deterministic tests plus nemoclaw-hermes package tests and hermes-e2e	Core retains workflow, provider and credential authority, policy, state transactions, lifecycle, rollback, and host resources; the package owns bounded Hermes-native rendering, inspection, and reconciliation.
hermes	standard	production	split	194	src/lib/actions/sandbox/mcp-bridge-hermes-reconciliation.ts	mixed-nemoclaw-core-and-managed-hermes	nemoclaw-core-and-nemoclaw-hermes-package	core:src/lib/actions/sandbox/mcp-bridge-hermes-reconciliation.ts + packages/nemoclaw-hermes/src/lib/actions/sandbox/mcp-bridge-hermes-reconciliation.ts	5	core deterministic tests plus nemoclaw-hermes package tests and hermes-e2e	Core retains workflow, provider and credential authority, policy, state transactions, lifecycle, rollback, and host resources; the package owns bounded Hermes-native rendering, inspection, and reconciliation.
hermes	standard	production	split	669	src/lib/actions/sandbox/rebuild-hermes-post-restore.ts	mixed-nemoclaw-core-and-managed-hermes	nemoclaw-core-and-nemoclaw-hermes-package	core:src/lib/actions/sandbox/rebuild-hermes-post-restore.ts + packages/nemoclaw-hermes/src/lib/actions/sandbox/rebuild-hermes-post-restore.ts	5	core deterministic tests plus nemoclaw-hermes package tests and hermes-e2e	Core retains workflow, provider and credential authority, policy, state transactions, lifecycle, rollback, and host resources; the package owns bounded Hermes-native rendering, inspection, and reconciliation.
hermes	standard	production	split	53	src/lib/actions/sandbox/runtime/hermes-cron-restore-recovery.ts	mixed-nemoclaw-core-and-managed-hermes	nemoclaw-core-and-nemoclaw-hermes-package	core:src/lib/actions/sandbox/runtime/hermes-cron-restore-recovery.ts + packages/nemoclaw-hermes/src/lib/actions/sandbox/runtime/hermes-cron-restore-recovery.ts	5	core deterministic tests plus nemoclaw-hermes package tests and hermes-e2e	Core retains workflow, provider and credential authority, policy, state transactions, lifecycle, rollback, and host resources; the package owns bounded Hermes-native rendering, inspection, and reconciliation.
hermes	standard	production	split	31	src/lib/actions/sandbox/snapshot-hermes-gateway-hint.ts	mixed-nemoclaw-core-and-managed-hermes	nemoclaw-core-and-nemoclaw-hermes-package	core:src/lib/actions/sandbox/snapshot-hermes-gateway-hint.ts + packages/nemoclaw-hermes/src/lib/actions/sandbox/snapshot-hermes-gateway-hint.ts	5	core deterministic tests plus nemoclaw-hermes package tests and hermes-e2e	Core retains workflow, provider and credential authority, policy, state transactions, lifecycle, rollback, and host resources; the package owns bounded Hermes-native rendering, inspection, and reconciliation.
hermes	standard	production	split	55	src/lib/domain/uninstall/hermes-forward-watcher.ts	mixed-nemoclaw-core-and-managed-hermes	nemoclaw-core-and-nemoclaw-hermes-package	core:src/lib/domain/uninstall/hermes-forward-watcher.ts + packages/nemoclaw-hermes/src/lib/domain/uninstall/hermes-forward-watcher.ts	5	core deterministic tests plus nemoclaw-hermes package tests and hermes-e2e	Core retains workflow, provider and credential authority, policy, state transactions, lifecycle, rollback, and host resources; the package owns bounded Hermes-native rendering, inspection, and reconciliation.
hermes	standard	production	split	52	src/lib/hermes-dashboard.ts	mixed-nemoclaw-core-and-managed-hermes	nemoclaw-core-and-nemoclaw-hermes-package	core:src/lib/hermes-dashboard.ts + packages/nemoclaw-hermes/src/lib/hermes-dashboard.ts	5	core deterministic tests plus nemoclaw-hermes package tests and hermes-e2e	Core retains workflow, provider and credential authority, policy, state transactions, lifecycle, rollback, and host resources; the package owns bounded Hermes-native rendering, inspection, and reconciliation.
hermes	standard	production	split	126	src/lib/hermes-managed-route.ts	mixed-nemoclaw-core-and-managed-hermes	nemoclaw-core-and-nemoclaw-hermes-package	core:src/lib/hermes-managed-route.ts + packages/nemoclaw-hermes/src/lib/hermes-managed-route.ts	5	core deterministic tests plus nemoclaw-hermes package tests and hermes-e2e	Core retains workflow, provider and credential authority, policy, state transactions, lifecycle, rollback, and host resources; the package owns bounded Hermes-native rendering, inspection, and reconciliation.
hermes	standard	production	split	217	src/lib/hermes-provider-auth.ts	mixed-nemoclaw-core-and-managed-hermes	nemoclaw-core-and-nemoclaw-hermes-package	core:src/lib/hermes-provider-auth.ts + packages/nemoclaw-hermes/src/lib/hermes-provider-auth.ts	5	core deterministic tests plus nemoclaw-hermes package tests and hermes-e2e	Core retains workflow, provider and credential authority, policy, state transactions, lifecycle, rollback, and host resources; the package owns bounded Hermes-native rendering, inspection, and reconciliation.
hermes	standard	production	split	286	src/lib/messaging/channels/googlechat/runtime/hermes-adapter.py	mixed-nemoclaw-core-and-managed-hermes	nemoclaw-core-and-nemoclaw-hermes-package	core:src/lib/messaging/channels/googlechat/runtime/hermes-adapter.py + packages/nemoclaw-hermes/src/lib/messaging/channels/googlechat/runtime/hermes-adapter.py	5	core deterministic tests plus nemoclaw-hermes package tests and hermes-e2e	Core retains workflow, provider and credential authority, policy, state transactions, lifecycle, rollback, and host resources; the package owns bounded Hermes-native rendering, inspection, and reconciliation.
hermes	standard	production	split	417	src/lib/onboard/hermes-api-port.ts	mixed-nemoclaw-core-and-managed-hermes	nemoclaw-core-and-nemoclaw-hermes-package	core:src/lib/onboard/hermes-api-port.ts + packages/nemoclaw-hermes/src/lib/onboard/hermes-api-port.ts	5	core deterministic tests plus nemoclaw-hermes package tests and hermes-e2e	Core retains workflow, provider and credential authority, policy, state transactions, lifecycle, rollback, and host resources; the package owns bounded Hermes-native rendering, inspection, and reconciliation.
hermes	standard	production	split	192	src/lib/onboard/hermes-auth.ts	mixed-nemoclaw-core-and-managed-hermes	nemoclaw-core-and-nemoclaw-hermes-package	core:src/lib/onboard/hermes-auth.ts + packages/nemoclaw-hermes/src/lib/onboard/hermes-auth.ts	5	core deterministic tests plus nemoclaw-hermes package tests and hermes-e2e	Core retains workflow, provider and credential authority, policy, state transactions, lifecycle, rollback, and host resources; the package owns bounded Hermes-native rendering, inspection, and reconciliation.
hermes	standard	production	split	212	src/lib/onboard/hermes-dashboard.ts	mixed-nemoclaw-core-and-managed-hermes	nemoclaw-core-and-nemoclaw-hermes-package	core:src/lib/onboard/hermes-dashboard.ts + packages/nemoclaw-hermes/src/lib/onboard/hermes-dashboard.ts	5	core deterministic tests plus nemoclaw-hermes package tests and hermes-e2e	Core retains workflow, provider and credential authority, policy, state transactions, lifecycle, rollback, and host resources; the package owns bounded Hermes-native rendering, inspection, and reconciliation.
hermes	standard	production	split	181	src/lib/onboard/inference-providers/hermes.ts	mixed-nemoclaw-core-and-managed-hermes	nemoclaw-core-and-nemoclaw-hermes-package	core:src/lib/onboard/inference-providers/hermes.ts + packages/nemoclaw-hermes/src/lib/onboard/inference-providers/hermes.ts	5	core deterministic tests plus nemoclaw-hermes package tests and hermes-e2e	Core retains workflow, provider and credential authority, policy, state transactions, lifecycle, rollback, and host resources; the package owns bounded Hermes-native rendering, inspection, and reconciliation.
hermes	standard	production	split	248	src/lib/onboard/managed-workload/hermes-state-volume.ts	mixed-nemoclaw-core-and-managed-hermes	nemoclaw-core-and-nemoclaw-hermes-package	core:src/lib/onboard/managed-workload/hermes-state-volume.ts + packages/nemoclaw-hermes/src/lib/onboard/managed-workload/hermes-state-volume.ts	5	core deterministic tests plus nemoclaw-hermes package tests and hermes-e2e	Core retains workflow, provider and credential authority, policy, state transactions, lifecycle, rollback, and host resources; the package owns bounded Hermes-native rendering, inspection, and reconciliation.
hermes	standard	production	split	36	src/lib/sandbox/hermes-upstream-header.ts	mixed-nemoclaw-core-and-managed-hermes	nemoclaw-core-and-nemoclaw-hermes-package	core:src/lib/sandbox/hermes-upstream-header.ts + packages/nemoclaw-hermes/src/lib/sandbox/hermes-upstream-header.ts	5	core deterministic tests plus nemoclaw-hermes package tests and hermes-e2e	Core retains workflow, provider and credential authority, policy, state transactions, lifecycle, rollback, and host resources; the package owns bounded Hermes-native rendering, inspection, and reconciliation.
hermes	standard	production	split	363	src/lib/shields/hermes-runtime-state-mutation.ts	mixed-nemoclaw-core-and-managed-hermes	nemoclaw-core-and-nemoclaw-hermes-package	core:src/lib/shields/hermes-runtime-state-mutation.ts + packages/nemoclaw-hermes/src/lib/shields/hermes-runtime-state-mutation.ts	5	core deterministic tests plus nemoclaw-hermes package tests and hermes-e2e	Core retains workflow, provider and credential authority, policy, state transactions, lifecycle, rollback, and host resources; the package owns bounded Hermes-native rendering, inspection, and reconciliation.
hermes	standard	production	split	63	src/lib/state/hermes-forward-watcher.ts	mixed-nemoclaw-core-and-managed-hermes	nemoclaw-core-and-nemoclaw-hermes-package	core:src/lib/state/hermes-forward-watcher.ts + packages/nemoclaw-hermes/src/lib/state/hermes-forward-watcher.ts	5	core deterministic tests plus nemoclaw-hermes package tests and hermes-e2e	Core retains workflow, provider and credential authority, policy, state transactions, lifecycle, rollback, and host resources; the package owns bounded Hermes-native rendering, inspection, and reconciliation.
hermes	standard	production	split	213	src/lib/state/rebuild/hermes-cron-restore-backup.ts	mixed-nemoclaw-core-and-managed-hermes	nemoclaw-core-and-nemoclaw-hermes-package	core:src/lib/state/rebuild/hermes-cron-restore-backup.ts + packages/nemoclaw-hermes/src/lib/state/rebuild/hermes-cron-restore-backup.ts	5	core deterministic tests plus nemoclaw-hermes package tests and hermes-e2e	Core retains workflow, provider and credential authority, policy, state transactions, lifecycle, rollback, and host resources; the package owns bounded Hermes-native rendering, inspection, and reconciliation.
hermes	standard	test	keep	141	src/lib/actions/uninstall/hermes-forward-watcher-installer.test.ts	nemoclaw-core	nemoclaw-core	core:src/lib/actions/uninstall/hermes-forward-watcher-installer.test.ts	deferred	portable uninstall transaction, authority, journal, and exact cleanup tests	Core retains portable uninstall authority, journal ordering, OpenShell executable authority, rollback, and cleanup; managed Hermes receives none of this surface.
hermes	standard	test	keep	472	src/lib/actions/uninstall/run-plan-hermes-forward-watcher.test.ts	nemoclaw-core	nemoclaw-core	core:src/lib/actions/uninstall/run-plan-hermes-forward-watcher.test.ts	deferred	portable uninstall transaction, authority, journal, and exact cleanup tests	Core retains portable uninstall authority, journal ordering, OpenShell executable authority, rollback, and cleanup; managed Hermes receives none of this surface.
hermes	standard	test	move	108	.github/actions/resolve-hermes-base-image/action.yaml	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/.github/actions/resolve-hermes-base-image/action.yaml	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	43	agents/hermes/plugin/test_private_url_opt_in.py	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/runtime/plugin/test_private_url_opt_in.py	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	75	agents/hermes/plugin/test_register_tools.py	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/runtime/plugin/test_register_tools.py	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	39	scripts/checks/hermes-light-skin-boundary.mts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/runtime/checks/hermes-light-skin-boundary.mts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	1233	test/generate-hermes-config.test.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/generate-hermes-config.test.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	290	test/helpers/hermes-restart-config-seal-fixture.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/helpers/hermes-restart-config-seal-fixture.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	33	test/helpers/hermes-runtime-state-mutation-test-helpers.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/helpers/hermes-runtime-state-mutation-test-helpers.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	348	test/helpers/hermes-shields-provider-consumer-harness.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/helpers/hermes-shields-provider-consumer-harness.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	363	test/helpers/hermes-unsafe-config-shields-harness.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/helpers/hermes-unsafe-config-shields-harness.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
hermes	standard	test	move	152	test/helpers/hermes-wrapper-harness.ts	managed-hermes-runtime	nemoclaw-hermes-package	packages/nemoclaw-hermes/test/helpers/hermes-wrapper-harness.ts	5	nemoclaw-hermes package tests	Whole file contains managed Hermes native implementation, declarative runtime data, or its detailed test.
